NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type
NCT07415408,App-based Protein Support for Older Adults; Coaching Towards Healthy Ageing,https://clinicaltrials.gov/study/NCT07415408,ENROLLING_BY_INVITATION,Dietary Protein Intake,BEHAVIORAL: Nutritional coaching via an app|BEHAVIORAL: Exercise recommendations,Radboud University Medical Center,Amsterdam University of Applied Sciences|FrieslandCampina,INTERVENTIONAL
NCT00966966,Study Evaluating Potential Interaction Between SAM-531 And Gemfibrozil When Co-Administered,https://clinicaltrials.gov/study/NCT00966966,COMPLETED,Healthy,DRUG: SAM-531 and gemfibrozil,Wyeth is now a wholly owned subsidiary of Pfizer,Pfizer,INTERVENTIONAL
NCT00959881,Study Evaluating The Coadministration of Begacestat And Donepezil,https://clinicaltrials.gov/study/NCT00959881,COMPLETED,Healthy Subjects,DRUG: Donepezil plus placebo|DRUG: Donepezil|DRUG: Begacestat,Wyeth is now a wholly owned subsidiary of Pfizer,Pfizer,INTERVENTIONAL
NCT01827982,"A Study to Investigate the Safety, Tolerability and Pharmacokinetics of JNJ-54861911 in Healthy Volunteers Compared With Placebo",https://clinicaltrials.gov/study/NCT01827982,COMPLETED,Healthy,DRUG: JNJ-54861911 1mg|DRUG: JNJ-54861911 3 mg|DRUG: JNJ-54861911 9 mg|DRUG: JNJ-54861911 27 mg|DRUG: JNJ-54861911 81 mg|DRUG: JNJ-54861911 160 mg|DRUG: JNJ-54861911 tbd|DRUG: JNJ-54861911 9 mg|DRUG: Placebo,"Janssen Research & Development, LLC",,INTERVENTIONAL
NCT02197884,A Study to Assess Effects of Clarithromycin on Pharmacokinetics of JNJ-54861911 in Healthy Male Participants,https://clinicaltrials.gov/study/NCT02197884,COMPLETED,Healthy,"DRUG: JNJ-54861911, 25 mg|DRUG: Itraconazole 200 mg|DRUG: Clarithromycin 500 mg","Janssen Research & Development, LLC",,INTERVENTIONAL
NCT05629871,Biomarkers of Sleep-wake Cycle in Prodromal Alzheimer's Disease: Role in Cognitive Decline?,https://clinicaltrials.gov/study/NCT05629871,RECRUITING,Neuropathology,PROCEDURE: Polysomnography|BEHAVIORAL: Neuropsychological assessment|BEHAVIORAL: Questionnaires on sleep and behavioural problems|PROCEDURE: Actimetry|DIAGNOSTIC_TEST: Fractional diuresis|PROCEDURE: Internal temperature measurement|OTHER: Biomarker assay,"University Hospital, Montpellier","Institut National de la Santé Et de la Recherche Médicale, France",INTERVENTIONAL
NCT01780896,Relationship Between Vestibular Function and Topographic Memory,https://clinicaltrials.gov/study/NCT01780896,UNKNOWN,Normal Elderly Population,,Biomedical Development Corporation,"National Center for Advancing Translational Sciences (NCATS)|Michael Roman, PhD, LSSD|Ears of Texas, PA",OBSERVATIONAL
NCT01887535,"A Study to Investigate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of JNJ-54861911 in Healthy Elderly Participants",https://clinicaltrials.gov/study/NCT01887535,COMPLETED,Healthy,DRUG: JNJ-54861911 3 mg|DRUG: JNJ-54861911 10 mg|DRUG: JNJ-54861911 30 mg|DRUG: JNJ-54861911 80 mg|DRUG: JNJ-54861911 25 mg|DRUG: Placebo,"Janssen Research & Development, LLC",,INTERVENTIONAL
NCT02910921,Individualized Prediction of Migraine Attacks Using a Mobile Phone App and Fitbit,https://clinicaltrials.gov/study/NCT02910921,COMPLETED,"Migraine Disorders|Headache Disorders, Primary|Headache Disorders|Brain Diseases|Central Nervous System Diseases|Nervous System Diseases",,Second Opinion Health,Mayo Clinic|University of Southern California|Allergan,OBSERVATIONAL
NCT07099053,Amyloid PET Imaging in the Baltimore Longitudinal Study of Aging,https://clinicaltrials.gov/study/NCT07099053,RECRUITING,Aging,,National Institute on Aging (NIA),,OBSERVATIONAL
NCT07005895,Feasibility of Using the Gatorade Sports Science Institute (GSSI) Labs App for Hydration Related Outcomes,https://clinicaltrials.gov/study/NCT07005895,RECRUITING,Hydration,OTHER: Hydration assessment via mobile app,PepsiCo Global R&D,,OBSERVATIONAL
NCT03090516,Clinical Efficacy of Ginkgo Biloba Extract in the Treatment of Alzheimer's Disease,https://clinicaltrials.gov/study/NCT03090516,UNKNOWN,Alzheimer's,DRUG: Ginkgo biloba dispersible tablets|DRUG: Donepezil|DRUG: Ginkgo biloba dispersible tablets and Donepezil,The First Affiliated Hospital with Nanjing Medical University,,INTERVENTIONAL
NCT00547560,Study Evaluating Multiple Doses Of GSI-953 Within The Elderly Population,https://clinicaltrials.gov/study/NCT00547560,COMPLETED,Healthy,DRUG: GSI-953,Wyeth is now a wholly owned subsidiary of Pfizer,Pfizer,INTERVENTIONAL
NCT00519298,Study Evaluating Effects of SAM-531 on Sleep Electroencephalogram (EEG) and Quantitative Wake EEG in Healthy Subjects,https://clinicaltrials.gov/study/NCT00519298,COMPLETED,Healthy|Adult,DRUG: SAM-531|OTHER: placebo|DRUG: Donepezil,Wyeth is now a wholly owned subsidiary of Pfizer,,INTERVENTIONAL
NCT03762902,Predicting Migraine Attacks Based on Environmental and Behavioral Changes as Detected From the Smartphone,https://clinicaltrials.gov/study/NCT03762902,TERMINATED,"Migraine Disorders|Headache Disorders|Headache Disorders, Primary|Brain Diseases|Central Nervous System Diseases|Nervous System Diseases",,Lifegraph Ltd.,Henry Ford Health System,OBSERVATIONAL
NCT06335836,"The Effects of Social Isolation and Social Interaction on the Risk of Dementia Progression and Brain Function in SCD (Subjective Cognitive Decline, SCD)",https://clinicaltrials.gov/study/NCT06335836,RECRUITING,Social Isolation|SCD|Subjective Cognitive Decline|MCI|Mild Cognitive Impairment|AD|Alzheimer Disease,BEHAVIORAL: social isolation,The First Affiliated Hospital with Nanjing Medical University,,OBSERVATIONAL
NCT06640452,RECOVERYFUN: An Integrated VR-based Tele-rehabilitation Platform to Support RECOVERY and Maintenance of FUNctional Abilities Among Seniors,https://clinicaltrials.gov/study/NCT06640452,COMPLETED,Home-based Rehabilitation|Older People,OTHER: RecoveryFun system,Istituto Nazionale di Ricovero e Cura per Anziani,"Ministry of Health, Italy|European Commission",INTERVENTIONAL
NCT04146545,CommunityRx-Dementia,https://clinicaltrials.gov/study/NCT04146545,COMPLETED,Health Related Social Needs (HRSN),"BEHAVIORAL: Community Rx-Dementia ""CRxD"" Caregiver Resources",University of Chicago,National Institute on Aging (NIA),INTERVENTIONAL
NCT01747213,Bisnorcymserine in Healthy Adult Volunteers,https://clinicaltrials.gov/study/NCT01747213,COMPLETED,Healthy Volunteers,DRUG: BNC|OTHER: Placebo,National Institute on Aging (NIA),,INTERVENTIONAL
NCT02008357,Clinical Trial of Solanezumab for Older Individuals Who May be at Risk for Memory Loss,https://clinicaltrials.gov/study/NCT02008357,COMPLETED,Cognition Disorders,DRUG: Placebo|DRUG: Solanezumab,Eli Lilly and Company,Alzheimer's Therapeutic Research Institute,INTERVENTIONAL
NCT06496945,Assessing the Impact of DAy Programs on Individuals Living with Dementia and Their Family/friend Caregivers,https://clinicaltrials.gov/study/NCT06496945,RECRUITING,Adult Day Programs|Continuing Care|Old Age; Dementia|Family/Friend Caregivers,OTHER: Adult day program use|OTHER: Other community care (non-attendees),York University,Carswell Family Foundation|Alzheimer Society of York Region,OBSERVATIONAL
NCT06440447,EXploring Patterns of Use and Effects of Adult Day Programs to Improve Trajectories of Continuing CarE,https://clinicaltrials.gov/study/NCT06440447,NOT_YET_RECRUITING,Adult Day Programs|Continuing Care|Old Age; Dementia|Family/friend Caregivers,OTHER: Adult day program use|OTHER: Other community care (non-attendees),York University,Carswell Family Foundation|Alzheimer Society of York Region,OBSERVATIONAL
NCT06825663,Marker of Brain Insulin Resistance in AD Prognosis,https://clinicaltrials.gov/study/NCT06825663,NOT_YET_RECRUITING,Prognosis Biomarker of AD|Mild Cognitive Impairment|Brain Insuline Resistance,BIOLOGICAL: Blood punction,"Central Hospital, Nancy, France",Thérèse Jonveaux|Laure Joly,INTERVENTIONAL
NCT02541929,Fish Oil Brain Delivery Study,https://clinicaltrials.gov/study/NCT02541929,COMPLETED,Brain Health,DIETARY_SUPPLEMENT: Docosahexaenoic acid,University of Southern California,Alzheimer's Association,INTERVENTIONAL
NCT02211079,"A Study to Assess Effect of JNJ-54861911 on Pharmacokinetics of Cocktail Representatives for Cytochrome P450 (CYP) 3A4, CYP2B6, CYP2C9, and CYP1A2 Substrates",https://clinicaltrials.gov/study/NCT02211079,COMPLETED,Healthy,DRUG: JNJ-54861911|DRUG: Caffeine|DRUG: Midazolam|DRUG: Tolbutamide,"Janssen Research & Development, LLC",,INTERVENTIONAL
NCT07388186,Benefits of Strength Training in Informal Caregivers of Patients With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT07388186,NOT_YET_RECRUITING,Frailty|Caregiver Burden|Anxiety,BEHAVIORAL: Progressive Muscle Relaxation|BEHAVIORAL: Functional Strength Training,University of Salamanca,Colegio Profesional de Fisioterapeutas de Castilla y León|CRE Alzheimer del Imserso,INTERVENTIONAL
NCT06722352,Palliative Care Education in Assisted Living for Dementia Care Providers (PCEAL-DCP),https://clinicaltrials.gov/study/NCT06722352,RECRUITING,Alzheimer Disease|End of Life|Caregiver Burden|Caregiver Burnout|Patient Participation|Self Efficacy,BEHAVIORAL: Palliative Care Training,University of South Florida,National Institute on Aging (NIA),INTERVENTIONAL
NCT05880147,App-based Consent for Pediatric Clinical Research,https://clinicaltrials.gov/study/NCT05880147,COMPLETED,Consent,DEVICE: Consent App|OTHER: Traditional paper-based consent,University of British Columbia,BC Children's Hospital Research Institute,INTERVENTIONAL
NCT05479552,A Diagnostic Test for Dementia With Lewy Bodies,https://clinicaltrials.gov/study/NCT05479552,ACTIVE_NOT_RECRUITING,"MCI-AD, Early Stage Alzheimer's Disease|MCI-DLB, Early Stage Dementia With Lewy Bodies",DIAGNOSTIC_TEST: Syn-One Test,CND Life Sciences,National Institute on Aging (NIA),OBSERVATIONAL
NCT04445831,"A Study to Evaluate the Safety, Tolerability and Immunogenicity of Tau Targeted Vaccines in Participants With Early Alzheimer's Disease",https://clinicaltrials.gov/study/NCT04445831,COMPLETED,Alzheimer's Disease|Cognitive Impairment|Tauopathies|Mild Cognitive Impairment|Dementia|Brain Diseases|Central Nervous System Diseases,BIOLOGICAL: ACI-35.030|BIOLOGICAL: ACI-35.030|BIOLOGICAL: ACI-35.030|OTHER: Placebo|BIOLOGICAL: JACI-35.054|BIOLOGICAL: JACI-35.054,AC Immune SA,"Janssen Research & Development, LLC",INTERVENTIONAL
NCT06883461,Association Between Age-related Macular Degeneration and Cognitive Impairment Based on Exosome Proteomics,https://clinicaltrials.gov/study/NCT06883461,COMPLETED,Age Related Macular Degeneration|Mild Cognitive Impairment (MCI)|Alzheimer&#39;s Disease (AD),,Shanghai 10th People's Hospital,,OBSERVATIONAL
NCT05063045,Smart-Cloth Care System for Dementia,https://clinicaltrials.gov/study/NCT05063045,COMPLETED,"Dementia, Senile|Family Members",BEHAVIORAL: smart-cloth assisted home nursing care,Chang Gung Memorial Hospital,,INTERVENTIONAL
NCT00959803,Study Of Single Ascending And Multiple Doses Of PF-04447943 In Japanese Subjects.,https://clinicaltrials.gov/study/NCT00959803,COMPLETED,Healthy,DRUG: PF-04447943|DRUG: PF-04447943|DRUG: PF-04447943|DRUG: Placebo|DRUG: PF-04447943|DRUG: Placebo,Pfizer,,INTERVENTIONAL
NCT04939818,Clinical Feasibility of Speech Phenotyping for Remote Assessment of Neurodegenerative and Psychiatric Disorders,https://clinicaltrials.gov/study/NCT04939818,COMPLETED,"Alzheimer Disease|Mild Cognitive Impairment|Dementia With Lewy Bodies|Dementia, Vascular|Frontotemporal Dementia|Primary Progressive Aphasia|Parkinson Disease|Motor Neuron Disease|Major Depressive Disorder|Bipolar Disorder|Amyotrophic Lateral Sclerosis",,Novoic Limited,King's College London,OBSERVATIONAL
NCT04809961,Longitudinal Observation of NHS Staff Wellbeing Following Introduction of the I-care Peer Support App,https://clinicaltrials.gov/study/NCT04809961,WITHDRAWN,Peer Group,OTHER: I-care app,University of Southampton,Solent NHS Trust,OBSERVATIONAL
NCT04564261,Examining the Effectiveness of the myPlan App to Prevent Dating Violence With Adolescents,https://clinicaltrials.gov/study/NCT04564261,COMPLETED,Intimate Partner Violence,BEHAVIORAL: Personalized Healthy Relationship and Safety Planning Tool|BEHAVIORAL: Usual Care Teen Relationship and Health Website,Johns Hopkins University,Centers for Disease Control and Prevention|University of Missouri-Columbia,INTERVENTIONAL
NCT00743418,Tracking Technologies for the Analysis of Mobility in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00743418,UNKNOWN,Dementia,DEVICE: GPS modem and RFID,Tel-Aviv Sourasky Medical Center,,INTERVENTIONAL
NCT07069530,Impact of Musical Therapeutic Intervention on Depression in Dementia Patients and Caregiver Burden,https://clinicaltrials.gov/study/NCT07069530,COMPLETED,Dementia|Alzheimer Disease (AD)|Depression Chronic|Caregiver Burden of People With Dementia|Cognitive Impairments,BEHAVIORAL: Receptive Music Therapy,Florida SouthWestern State College,Stanford University,INTERVENTIONAL
NCT06209515,Sociodemographic Factors and Criminal Behaviour Preceding Neurodegenerative Disease - Retrospective Register Study,https://clinicaltrials.gov/study/NCT06209515,ACTIVE_NOT_RECRUITING,Neurodegenerative Diseases|Alzheimer Disease|Frontotemporal Dementia|Lewy Body Disease|Vascular Dementia|Parkinson Disease|Progressive Supranuclear Palsy|Corticobasal Degeneration|Multiple System Atrophy|Amyotrophic Lateral Sclerosis|Huntington Disease,,Kuopio University Hospital,,OBSERVATIONAL
NCT04137016,"Pilot Study to Assess the Impact of a Mobile Health Application (App) on Clinical Outcomes and Satisfaction of Older HIV-Infected Patients, as an Emerging Tool for Care, Education and Prevention.",https://clinicaltrials.gov/study/NCT04137016,COMPLETED,HIV-1 Infection,OTHER: Mobile application,"Fundación FLS de Lucha Contra el Sida, las Enfermedades Infecciosas y la Promoción de la Salud y la Ciencia",,INTERVENTIONAL
NCT06715995,Effects of Endogenous Gamma Light Stimulation on Brain Oscillations in Cognitively-normal Older Adults,https://clinicaltrials.gov/study/NCT06715995,RECRUITING,EEG Brain Oscillations|Alzheimer&amp;#39;s Disease (AD)|Cognitively Normal Older Adults,"DEVICE: Gamma Wave Stimulation Table Lamp (Aleddra, Inc., USA)",Chang Gung Memorial Hospital,"Aleddra, Inc.",INTERVENTIONAL
NCT03878212,Effects of mHealth on Promoting Self-care Health Management Among Older Adults in the Community,https://clinicaltrials.gov/study/NCT03878212,COMPLETED,Telemedicine,OTHER: mHealth application with interactivity|OTHER: mHealth application,The Hong Kong Polytechnic University,,INTERVENTIONAL
NCT03855735,"TeamBaby - Safe, Digitally Supported Communication in Obstetrics and Gynecology",https://clinicaltrials.gov/study/NCT03855735,COMPLETED,Pregnancy Related,BEHAVIORAL: TeamBaby Online Communication Training (IG1) and TeamBaby Web-App Communication Training (IG2),Jacobs University Bremen gGmbH,German Coalition for Patient Safety (Aktionsbündnis Patientensicherheit)|Techniker Krankenkasse|University Hospital Ulm|The German Innovation Fund (Innovationsfonds)|Goethe University,INTERVENTIONAL
NCT07100470,Metabolic Characterization of Alzheimer's Disease and Frontotemporal Dementia by 23Na-MRI and FDG-PET,https://clinicaltrials.gov/study/NCT07100470,NOT_YET_RECRUITING,FTD|AD|Healthy Controls,DIAGNOSTIC_TEST: Sodium MRI,Centre Hospitalier St Anne,,INTERVENTIONAL
NCT03945968,The Role of Concomitant Diseases in Postoperative Complications Risk Stratification.,https://clinicaltrials.gov/study/NCT03945968,RECRUITING,Coronary Heart Disease|Anemia|Bronchial Asthma|Stroke|Epilepsy|Parkinson's Disease|Heart Rhythm Disorders|Alzheimer's Disease|Neuromuscular Diseases|Diabetes|Chronic Heart Failure|Chronic Obstructive Pulmonary Disease|Chronic Kidney Diseases,,Russian Federation of Anesthesiologists and Reanimatologists,Kuban State Medical University,OBSERVATIONAL
NCT02524405,BEAM: Brain-Eye Amyloid Memory Study,https://clinicaltrials.gov/study/NCT02524405,RECRUITING,Alzheimer's Disease|Mild Cognitive Impairment|Vascular Cognitive Impairment|Parkinson's Disease|Lewy Body Disease,OTHER: Pittsburgh Compound B [11C]-PIB,Sunnybrook Health Sciences Centre,"Brain Canada|Weston Brain Institute|GE Healthcare|University Health Network, Toronto|Centre for Addiction and Mental Health|Baycrest|Unity Health Toronto|Kensington Eye Institute",OBSERVATIONAL
NCT06860373,LIFE-DSR-Biomarker Sub-study of Biomarkers in Down Syndrome Related Alzheimer's Disease (DS-AD),https://clinicaltrials.gov/study/NCT06860373,TERMINATED,Down Syndrome,BIOLOGICAL: [18F]MK-6240,LuMind IDSC Foundation,,INTERVENTIONAL
NCT05978804,Home-based tDCS in Frontotemporal Dementia or Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05978804,TERMINATED,Mild Cognitive Impairment|Primary Progressive Aphasia|Dementia,OTHER: Computerized Cognitive Training|DEVICE: Active tDCS (tDCS) on DLPFC,Johns Hopkins University,Ybrain Inc.,INTERVENTIONAL
NCT03954899,Disease Modifying Potential of 5mg of Melatonin on Cognition and Brain Health in Aging,https://clinicaltrials.gov/study/NCT03954899,RECRUITING,Mild Cognitive Impairment|Cognitive Decline|Healthy Aging,DIETARY_SUPPLEMENT: melatonin|OTHER: placebo,Natalie Denburg,,INTERVENTIONAL
NCT02626377,Multicenter Prospective Cohort of Informal Caregivers in Burgundy and Franche-Comté,https://clinicaltrials.gov/study/NCT02626377,TERMINATED,Breast Cancer|Colorectal Cancer|Prostate Cancer|Alzheimer Disease|Age-related Macular Degeneration|Parkinson Disease|Cardiac Disease|Ischemic Stroke|Hemorrhagic Stroke,BEHAVIORAL: Support provided by social worker|OTHER: Information booklet receipt,Centre Hospitalier Universitaire de Besancon,"Methodological and quality of life unit in oncology (CHRU de Besançon)|University of Franche-Comté|University of Burgundy|Pôle de Gérontologie Interrégional Bourgogne et Franche-Comté|CARSAT Bourgogne et Franche-Comté|CCAS of Dijon|CCAS of Besançon|CCAS of Montbéliard|Burgundy Regional Council|Franche-Comté Regional Council|The Municipality of Besançon|The Municipality of Dijon|General Council of the Doubs|General Council of the Territoire de Belfort|Collectif Inter Associatif Sur la Sante Bourgogne|Union Régionale Interfédérale des Œuvres et Organismes Privés Sanitaires Bourgogne|Association Gérontopôle Pierre Pfitzenmeyer|Pôle de compétitivité Vitagora Goût-Nutrition-Santé|National Old Age Insurance Fund for Employees (CNAVTS)|Sheerbrooke Gérontopôle|France Alzheimer|Institut Régional de Vieillissement (IRV)|Novartis Pharmaceuticals|Roche Foundation|Ligue contre le cancer, France|National Cancer Institute, France|Quality of life and cancer clinical research platform|National Research Agency, France",INTERVENTIONAL
